Date,close
3-Jun-13,240
4-Jun-13,240
5-Jun-13,360
6-Jun-13,240
7-Jun-13,240
10-Jun-13,360
11-Jun-13,200
12-Jun-13,200
13-Jun-13,200
14-Jun-13,300
17-Jun-13,360
18-Jun-13,240
19-Jun-13,240
20-Jun-13,240
21-Jun-13,240
24-Jun-13,240
25-Jun-13,360
26-Jun-13,240
27-Jun-13,240
28-Jun-13,360
29-Jun-13,240
1-Jul-13,240
2-Jul-13,240
3-Jul-13,360
4-Jul-13,240
5-Jul-13,240
8-Jul-13,360
9-Jul-13,240
10-Jul-13,360
11-Jul-13,240
12-Jul-13,240
15-Jul-13,360
16-Jul-13,240
17-Jul-13,360
18-Jul-13,240
19-Jul-13,240
22-Jul-13,360
23-Jul-13,240
24-Jul-13,360
25-Jul-13,240
26-Jul-13,240
29-Jul-13,360
30-Jul-13,240
31-Jul-13,360
1-Aug-13,240
2-Aug-13,240
5-Aug-13,240
6-Aug-13,240
7-Aug-13,240
8-Aug-13,240
12-Aug-13,360
13-Aug-13,240
14-Aug-13,240
19-Aug-13,240
20-Aug-13,240
21-Aug-13,240
22-Aug-13,240
23-Aug-13,360
26-Aug-13,360
27-Aug-13,360
28-Aug-13,240
29-Aug-13,360
30-Aug-13,240
2-Sep-13,240
3-Sep-13,240
4-Sep-13,240
5-Sep-13,240
6-Sep-13,240
10-Sep-13,120
11-Sep-13,240
12-Sep-13,240
13-Sep-13,240
16-Sep-13,240
17-Sep-13,240
18-Sep-13,240
19-Sep-13,240
20-Sep-13,240
23-Sep-13,200
24-Sep-13,240
25-Sep-13,120
26-Sep-13,360
27-Sep-13,240
30-Sep-13,240
1-Oct-13,240
3-Oct-13,240
21-Oct-13,240
22-Oct-13,120
23-Oct-13,120
24-Oct-13,240
25-Oct-13,120
28-Oct-13,240
29-Oct-13,240
30-Oct-13,120
5-Nov-13,120
6-Nov-13,240
7-Nov-13,120
8-Nov-13,240
11-Nov-13,120
12-Nov-13,240
